MOVIE_TITLE;RELEASE_YEAR;RATING_AVG;RATING_CRITICS;RATING_AUDIENCE;VOTES_COUNT
L'adversaire;2002;6,9;7,08;7;70
Mies vailla menneisyytta;2002;7,9;8,45;7;202
Le fils;2002;7,8;7,86;8;103
O principio da incerteza;2002;6,9;6,89;7;22
Marie-Jo et ses deux amours;2002;6,7;6,63;7;18
Punch-Drunk Love;2002;7;6,89;7;238
Russkij kovceg;2002;8,1;8,48;8;174
Spider;2002;7,3;7,26;7;299
Sweet Sixteen;2002;7,3;7,36;7;77
Ten;2002;6,8;6,5;7;20
The Pianist;2002;8,1;8,03;8;502
And Now... Ladies & Gentlemen;2002;5,9;7;5;7
Ararat;2002;6,6;7,14;6;22
Carlo Giuliani, ragazzo;2002;6,7;7;6;14
Femme fatale;2002;7;7,17;7;283
Hollywood Ending;2002;6,8;6,79;7;202
Murder by Numbers;2002;5,9;6,06;6;119
Spirit: Stallion of the Cimarron;2002;7,1;7,08;7;115
Justice Express;1989;6;6;6;3
Metropolis;2001;7;6,86;7;53
Tigerland;2001;7,3;7,73;7;117
Death on the Nile;1978;7,3;7,31;7;127
The Blood of Fu Manchu;1968;6,3;6;7;5
Smart House;1999;6,5;6;7;3
The Last Frontier;1955;7,5;8;7;17
Jay and Silent Bob Strike Back;2001;5,1;4,5;6;71
Loin;2001;6,7;6,5;7;20
The Forsaken;2001;5,1;5,33;5;12
Every Mother's Worst Fear;1998;6,1;6;6;9
Hsimeng rensheng;1993;8,3;8,67;8;10
Gli innamorati;1955;6,6;6,25;7;22
Great Guns;1941;6,1;6;6;17
Zorro contro Maciste;1963;4,6;3;6;7
Judas Kiss;1998;6,4;6;7;11
Il medico... la studentessa;1976;3,4;2,33;4;21
Turbulence 3: Heavy Metal;2001;4;4;4;3
The Spring;2000;5,1;4,67;6;12
Flying Virus;2001;4,1;4;4;13
Virtual Sexuality;1999;4,4;4;5;10
The Phantom;1996;5,2;5,67;5;23
Windtalkers;2002;5,5;5,17;6;121
Sugar & Spice;2001;4,5;4;5;16
Scooby-Doo;2001;4,3;4;5;81
Impostor;2002;6,4;6,4;6;51
Get Real;1998;6;6;6;5
Gli occhi dell'amore;2001;5,3;6;5;4
Seunlau ngaklau;2000;6,5;6;7;15
Custody of the Heart;2000;5,8;6;6;3
Shiner;2000;6,7;7;6;19
372 le matin;1986;6,8;6,5;7;32
The Substance of Fire;1996;5,3;6;5;4
Kimberly;1999;5,9;6;6;6
Serieux comme le plaisir;1974;7,3;8;7;7
Lonesome;1929;8,2;8,25;8;10
Pimpernel Smith;1941;8,1;8;8;6
Inventario balcanico;2000;5,5;8;3;3
Die Austernprinzessin;1919;8;7,8;8;23
Privilege;1967;5,7;5,67;6;12
The Stunt Man;1980;7;7,33;7;10
The Black Room;1935;7,1;8;6;7
The Deep Blue Sea;1955;6,3;4;9;3
Robinson Crusoe;1996;5,9;6;6;34
Il trafficone;1974;4,2;3,33;5;15
Atomic Twister;2002;6,5;6;7;6
Eva;1962;7,5;7,5;7;27
Lucky Luke Daisy Town;1971;5,8;6;6;25
What's the Worst That Could Happen?;2001;5,4;5,67;5;17
Looking for Alibrandi;2000;6,3;6;7;11
Abril despedacado;2001;5,3;4;7;7
Lovely Rita;2001;6;6;6;3
The Invisible Circus;2001;4,6;4,5;5;19
Resident Evil;2002;6,2;6,31;6;215
The Internecine Project;1974;7,5;8;7;17
Forbidden;1932;7,1;7,33;7;8
Psycho IV: The Begining;1990;5,9;5,67;6;16
Everything Put Together;2000;6,4;6;7;5
The Kennel Murder Case;1933;7,6;8;7;6
La pupa del gangster;1975;4,7;4;5;8
Cotton Comes to Harlem;1970;6;8;4;3
Q - The Winged Serpent;1982;6,8;8;6;34
Qianxi manbo;2001;6,9;6,56;7;64
Quadrophenia;1979;7,5;7,2;8;51
Where Love Has Gone;1964;5,5;6;5;4
Quando le donne persero la coda;1972;3,3;3;4;10
When the Legends Die;1972;7,5;8;7;4
When the Wind Blows;1986;7,6;7,33;8;12
Un singe en hiver;1963;6,2;6,67;6;6
Riot Gun;1989;5,3;6;5;3
...se incontri Sartana prega per la tua morte;1968;5,6;5;6;17
Letjat zuravli;1957;7,8;8;8;43
Quanto e bello lu morire acciso;1976;7,7;7,33;8;4
Sorok pervyi;1956;7,5;7,71;7;27
Quartet;1981;6,8;6,67;7;10
Quartetto Basileus;1981;7,5;7;8;3
Quatermass Conclusion;1979;5,3;6;5;10
Nous sommes tous des assassins;1952;6,9;8;6;8
Wild in the Street;1968;5;4;6;3
Sibiriada;1979;7,3;8;7;7
The Four Horsemen of the Apocalypse;1920;7,3;7,17;7;12
Four Daughters;1938;7,5;9;6;3
Sierra Maestra;1969;7,5;7;8;4
Quattro mosche di velluto grigio;1971;6,8;6,62;7;222
The Lord of the Rings;1978;5,8;6;6;64
The Meanest Men in the West;1965;7,4;8;7;12
Lord of the Flies;1963;6,7;6,86;7;34
That Cold Day in the Park;1969;7,6;7,88;7;26
Blame It on Rio;1984;5,6;4,5;7;9
A Lady Takes a Chance;1943;6,1;6;6;6
Star Spangled Rhythm;1942;4,7;4;5;4
Il signor Robinson. Mostruosa storia d'amore e d'avventure;1976;5,2;4,83;5;59
Czend es kialtas;1968;7,3;8;7;6
The Liberation of L.B. Jones;1970;7,7;8;7;6
Siluri umani;1954;5,1;5;5;6
Simon del desierto;1965;8,8;8,87;9;78
Fruhlingssinfonie;1983;6,1;6;6;7
The Wedding March;1926;8,6;8,86;8;18
Symphonie pour un massacre;1964;5;4;6;8
Sauve qui peut (la vie);1980;7,4;7,33;8;9
Situation Hopeless... But Not Serious;1965;5,5;5;6;4
Skidoo;1968;6;5;7;3
Schlock;1971;6,1;6,11;6;27
Smog;1962;7;7;7;5
Okraina;1933;8,6;9;8;24
Sudden Fear;1952;7,8;8,22;7;35
Le souffle au coeur;1971;7,2;7,7;7;28
Kvinnodrom;1955;7;6,56;7;25
Passionate Friends;1949;6,7;6,33;7;5
Sogno di una notte d'estate;1983;6,4;6;7;9
A Midsummer Night's Dream;1935;8,6;8,2;9;8
Un aller simple;1970;5,3;6;5;10
Esa mujer;1971;5;4;6;3
Soleil rouge;1972;7,3;7,57;7;83
Innocent Bystanders;1972;4,7;4;5;10
Il sole sorge ancora;1946;7,2;7,25;7;13
The Sun Also Rises;1957;5,3;5,5;5;14
The Sun Shines Bright;1953;7,9;8;8;20
Alone in the Dark;1982;4,7;4;5;9
Crackers;1984;3,7;4;3;4
Only When I Laugh;1981;6;7;5;4
Lonely Are the Brave;1962;7,8;7,89;8;39
Sylvie et le fantome;1945;6,8;8;6;3
Hong Gaoliang;1987;7,2;7,29;7;32
Smile;1975;6,5;6;7;3
Ragazzo di borgata;1976;5,5;4,5;7;4
Prima di sera;1953;6,9;7;7;16
Armaguedon;1976;6,1;6;6;13
Il trionfo dei dieci gladiatori;1964;3;3;3;4
The Abominable Dr. Phibes;1971;7,3;7,17;7;73
Where the Spies Are;1965;6;6;6;3
Acciaio;1933;6;6;6;6
A che punto e la notte;1994;5,4;5,33;6;7
The Deep Six;1958;6,3;6;7;4
Dark Waters;1944;6,7;6;7;6
Actas de Marusia;1976;6,8;7;7;9
The Night They Raided Minsky's;1968;7;7,5;7;21
Adalen '31;1969;7,5;7;8;4
The Dirty Dozen: Next Mission;1985;4,1;4;4;8
That Uncertain Feeling;1941;6,7;6,5;7;18
Addio fratello crudele;1971;4,9;4,83;5;10
Susana - Demonio y carne;1950;7,6;7,55;8;39
Death Trap;1976;6,4;5,9;7;58
Tap Roots;1948;4,5;4;5;3
Querelle;1982;7,3;7,44;7;73
Night Watch;1973;5,6;5;6;8
A Family Affair;1937;6,3;6;7;3
Rage at Dawn;1955;5,7;6;5;7
Robert et Robert;1978;5,2;5,25;5;10
The Trap;1959;6,6;6;7;11
Dakota Incident;1956;5,1;4;6;5
L'Agnese va a morire;1976;6,9;6,89;7;34
Agostino - La perdita dell'innocenza;1962;7,1;7,33;7;18
Taxi zum Klo;1980;6,8;6;8;11
A nos amours;1983;8,2;8,11;8;24
Aiutami a sognare;1981;5,2;4,5;6;16
Help!;1965;6,4;6,67;6;16
Aladdin;1992;7,1;6,75;7;194
The Strange Door;1951;5;4,5;6;4
Great Day in the Morning;1956;6,4;6,5;6;16
The Ox-Bow Incident;1943;8,4;8,54;8;58
Hotel du Nord;1938;7,5;8;7;9
L'albero dalle foglie rosa;1974;5,3;4,5;6;3
Drewo Shelanija;1976;8,4;8,83;8;20
Al di la del bene e del male;1977;5,3;5,25;5;25
Alfa Tau!;1942;6;4,5;8;6
Hori, ma panenko;1967;7,7;7,67;8;15
Wings;1927;7,5;7,8;7;20
Beyond a Reasonable Doubt;1956;7,9;8;8;45
Two Way Stretch;1960;5,5;5;6;3
Alice's Restaurant;1969;7,1;7,88;6;25
The Jolson Story;1946;6;6;6;3
The Dark Past;1948;5,5;6;5;3
Alla mia cara mamma nel giorno del suo compleanno;1974;5,2;4,8;6;26
All'armi siam fascisti;1962;8,3;8;9;13
10:30 P. M. Summer;1966;6;6;6;4
Our Relations;1936;6,9;8;6;23
The Smiling Lieutenant;1931;7,1;6,75;7;12
Hallelujah!;1929;7,3;7,33;;3
Nara livet;1958;7,1;7;7;29
La rupture;1970;5,3;5;6;5
Alphabet City;1984;7,2;9;5;5
You Can't Win'Em All;1970;4,4;4;5;12
Les malheurs d'Alfred;1971;7;6;8;3
Le grand blond avec une chaussure noire;1972;7;5,5;9;4
L'altra donna;1980;5,4;4,75;6;7
Un autre homme, une autre chance;1977;7,8;7,67;8;4
Love Me Tonight;1932;8,4;8,14;9;21
Bullfighter and the Lady;1951;7,3;8;7;4
L'amante di Gramigna;1968;4,1;3,8;4;8
Chikamatsu Monogatari;1954;9,1;9,29;9;57
Cela s'appelle l'aurore;1955;6,9;6,33;8;7
Les amants;1958;7,4;7,42;7;39
House of Strangers;1949;7,3;7;8;14
The Bitter Tea of the General Yen;1933;6,9;7,33;7;7
Payment on Demand;1951;8,3;8;9;3
A nous la liberte;1931;8,7;8,6;9;16
America;1924;6,7;6,67;7;6
Medium Cool;1969;7,2;8;6;14
Four Friends;1981;8;8;8;32
The Silent Partner;1978;7,4;7,2;8;26
Svoj sredi cuzich, sredi svoich;1974;7,3;7,67;7;9
Gamlet;1964;8,3;8;9;13
Hamlet llike maailmassa;1987;7,2;7,2;7;30
The Flame of New Orleans;1941;6,1;6;6;11
Amo non amo;1979;4,6;4,5;5;7
Szerelem;1970;7,5;8;7;3
Amore amaro;1974;5,2;5;5;5
The Three Ages;1923;7,2;7;7;20
Le plus vieux metier du monde;1967;5,5;5;6;3
L'amour a vingt'ans;1962;5,7;5,2;6;13
Mauvaise graine;1934;6,2;6,4;6;17
Les visiteurs du soir;1942;7;8;6;4
Amore e rabbia;1969;6,2;6,2;6;20
L'amore necessario;1991;7;7;;3
El amor brujo;1986;7,3;8;7;5
Amore tossico;1983;7,3;7,33;7;131
Love Among the Ruins;1975;8;8;8;31
The Loves of Carmen;1948;5,9;6;6;9
Lasky jedne plavovlasky;1965;7,9;7,27;8;68
Tengoku to jigoku;1963;8,4;8,13;9;107
Brewster McCloud;1970;7,5;7,91;7;45
Hangmen Also Die;1943;7,7;7,6;8;31
The Hospital;1971;7,4;7;8;22
J'irai comme un cheval fou;1973;6,7;6,67;7;9
Hell's Angels;1930;6,2;6;6;6
La bete humaine;1938;8,4;8,33;9;59
Fallen Angel;1945;7,6;7,67;8;24
El angel exterminador;1962;8,9;8,92;9;223
Yoidore tenshi;1948;8,4;8,21;9;85
Angi Vera;1978;8;8;8;3
L'animal;1977;6,8;6;8;3
Annie Get Your Gun;1950;7,4;8;7;8
Anni difficili;1948;7,8;7,57;8;16
Term of Trial;1962;6,7;6,67;;3
Death Race 2000;1975;5,4;5,83;5;48
Antinea, l'amante della citta sepolta;1961;6,5;6;7;3
This Land Is Mine;1943;7,2;7,67;7;24
O Dragao da Maldade contra o Santo Guerreiro;1969;7,3;7,2;7;19
Questi fantasmi;1954;8,1;8,5;8;7
Aparajito;1957;8,5;8,46;9;43
My Foolish Heart;1949;5,8;6;6;5
Qui comincia l'avventura;1975;4,6;5,25;4;16
The Suspect;1944;7,5;7,4;8;16
Un apprezzato professionista di sicuro avvenire;1972;5,5;5;6;7
Ugetsu Monogatari;1953;9,3;9,68;9;129
Aufzeichnungen zu Kleidern und Stadten;1989;7,8;7;9;4
Racconti di giovani amori;1967;7,4;7,33;7;11
For att inte tala om alla dessa kvinnor;1964;6,8;6,09;8;26
The Incredible Shrinking Man;1957;8,4;8,42;8;98
Aquila Nera;1946;6,5;6;7;6
The Roots of Heaven;1958;6,7;7;6;14
Raffles;1939;6,1;6;6;5
The Plough and the Stars;1936;5,5;5;6;3
La femme aux bottes rouges;1974;3,8;4;4;5
Test Pilot;1938;6,3;6;7;5
Ariel;1988;7,6;7,7;7;42
Girl with Green Eyes;1964;7,1;8;6;9
La ragazza dal pigiama giallo;1977;4,5;3;6;10
Deep End;1970;7,8;8,25;7;75
Csillagosok, katonak;1967;8,3;8,67;8;24
La vie de chateau;1965;8;8;8;3
Biruma no tategoto;1956;8,4;8,31;9;80
The Russian Are Coming! The Russian Are Coming!;1966;6,2;5,33;7;7
Artisten in der Zirkuskuppel: ratlos;1968;6,9;7;7;12
Murders in the Rue Morgue;1986;6,4;6;7;5
Murder by Contract;1958;7;7;7;13
Murder by Decree;1979;7,2;7,33;7;14
Night Visitor;1970;6,7;6,33;7;5
Cerny Petr;1963;7,1;6,71;8;19
Assunta Spina;1948;6,5;6,33;7;10
Die Herrin von Atlantis;1932;7;6,5;8;4
Warnung von einer heiligen Nutte;1971;6,6;6,57;7;34
Stay Hungry;1976;6,6;5,33;8;10
Don't Look Now;1973;7,8;8;8;99
The Rescuers;1977;7,4;7,62;7;115
Davy Crockett, King of the Wild Frontier;1955;5,8;6;6;12
Le avventure di Giacomo Casanova;1955;6;5,67;6;11
The Adventures of Marco Polo;1938;6,5;6;7;3
Peter Pan;1953;7,5;7,27;8;144
Dal Polo all'Equatore;1986;7,3;8;7;5
Minority Report;2002;7,3;7,36;7;490
Signs;2002;6,3;6,57;6;351
Road to Perdition;2002;6,9;6,81;7;304
Men in Black II;2002;3,8;2,67;5;151
S1mone;2001;6,8;6,93;7;204
Santa sangre;1989;7,2;7,36;7;87
Il sasso in bocca;1970;6,4;6;7;9
Cry of Banshee;1970;5,5;5,5;6;6
The Satanic Rites of Dracula;1973;4,5;4;5;16
Sayonara;1957;7,3;7;8;29
K-19: The Widowmaker;2002;6,8;6,82;7;156
Columbo: Double Exposure;1973;6,1;6;6;6
De Wisselwachter;1986;6,7;5,33;8;10
A Royal Scandal;1945;6,3;5;8;4
The Bourne Identity;2002;6,6;6,53;7;299
Scandal in Paris;1946;6,8;7;7;5
The Man in the White Suit;1951;7,4;8;7;8
Uno scandalo perbene;1984;5,2;5,33;5;5
xXx;2002;5,4;5,44;5;152
Mr. Deeds;2002;4,5;4,5;5;65
The Sum of All Fears;2002;4,9;4,2;6;87
Street Scene;1931;6,8;7,67;6;4
Jagdszenen aus Niederbayern;1968;8;8,33;8;18
Schiava del peccato;1954;5,3;5;6;6
Of Human Bondage;1934;7,2;7;7;28
The Late George Apley;1947;7,8;8;8;4
The Prowler;1951;7,8;8,09;7;34
Panic;2001;6;6;6;3
Gale Force;2002;6,3;6;7;4
L'aine de Fercheaux;1962;7,3;8;7;14
Alias Nick Beal;1949;7,8;8;8;6
The Unknown;1927;8,8;8,79;9;56
Frightened City;1961;4;4;4;3
Good Neighbor Sam;1964;6,2;5,5;7;31
If I Had A Million;1932;6,4;6,25;7;16
Sebastian;1968;5,5;6;5;4
Sebastiane;1976;6,5;6,43;7;23
Les seducteurs;1980;4,3;3;6;4
Born to Be Bad;1950;6,3;6;7;5
La ragazza di latta;1970;5,8;3,5;8;5
Goodbye, Columbus;1969;6,6;7;6;9
Zoolander;2001;5,9;5,81;6;229
Hjalp, jeg er en fisk;2001;6,6;7;6;7
Los sin nombre;1999;5,5;5,62;5;61
Yamakasi - Les samourais des temps modernes;2002;3,6;3;4;12
Stardom;2000;7,4;8;7;12
Texas Rangers;2001;5;5;5;14
Une fille et des fusils;1964;8;8;8;3
Abschied von gestern - (Anita G.);1966;7,6;8;7;12
Ragazze da marito;1952;5,2;4,5;6;13
Madchen in Uniform;1931;8,6;8,5;9;12
Madchen in Uniform;1958;5;6;4;3
No Greater Glory;1934;7,6;7,33;8;8
Inside Moves;1980;5,3;4;7;4
The Small Back Room;1949;7,3;7;8;6
Ragazzi fuori;1990;7,3;7,63;7;60
A Boy Named Charlie Brown;1969;6,9;6;8;14
La raison d'etat;1978;5,6;5,67;6;5
The Frog Men;1951;5,1;4;6;6
Par un beau matin d'ete;1965;6;6;6;6
Confidential Report;1955;8,2;8;8;74
Fingers;1978;7,4;8;7;8
Rashomon;1950;9,2;9,29;9;250
Razorback;1984;5,7;5,8;6;33
Re-Animator;1985;7,6;7,64;8;108
La cave se rebiffe;1961;7,8;8;8;5
The King of Marvin Gardens;1972;6,9;7,41;6;46
The Benny Goodman Story;1955;5,7;5,67;;3
Regina;1987;7,8;10;6;3
Anne of The Indies;1951;6,1;5;7;8
Reign of Terror;1949;7,6;7,75;8;22
La regle du jeu;1939;8,3;9,22;7;97
Quatre aventures de Reinette et Mirabelle;1987;7,5;7,45;8;32
Les liaisons dangereuses;1959;4,5;4;5;3
Korol' Lir;1970;8,3;8,5;8;5
King Lear;1971;6,8;7;7;4
The Lion King;1994;7,6;7,25;8;241
Rendez-vous;1985;7,3;7,33;7;8
Repulsion;1965;8,2;8,03;8;164
We Live Again;1934;5;5;;3
La red;1953;7,3;5,67;9;5
Reuben, Reuben;1983;6,7;6,33;7;5
None But the Lonely Heart;1944;5,9;5,5;6;17
America, America;1963;8,3;8;9;22
L'insoumis;1964;8;8;8;7
Kidnapped;1971;4,5;4;5;6
The Jokers;1966;5,5;6;5;3
Rich and Strange;1931;6,3;6,22;6;39
Call of the Wild;1972;5;4;6;7
Remember the Night;1940;7,7;7,33;8;7
Anaparastasi;1970;7,1;7,6;7;8
The Kentucky Fried Movie;1977;6,8;7;7;70
Du Rififi chex les hommes;1954;8,3;8,5;8;45
Renaldo and Clara;1978;6,7;6;7;5
Rio Grande;1950;7,3;7,14;7;59
Le repos du guerrier;1962;4,5;4;5;7
Riten;1969;7,1;7,2;7;33
Retour a la vie;1949;7,3;7,5;7;3
The Hired Hand;1971;6,8;6,67;7;17
Le retour de Martin Guerre;1981;7,7;7,8;8;7
Yuki fujn ezu;1950;8,2;8;8;13
El rio y la muerte;1954;5,6;5;6;11
Riot;1969;6,5;8;5;6
Le mur;1983;7,6;8,25;7;10
Riot in Cell Block 11;1954;7,7;8;7;29
Apache Drums;1951;6,7;8;5;11
Revenge of the Stepford Wives;1980;6;4;8;3
Zorro marchese di Navarra;1969;3,9;3;5;9
Testimone oculare;1990;4,3;4;5;8
Da jeg traff Jesus... med sprettert;2000;6,8;6;8;5
The Lady in Question;1940;7,8;8;8;3
De tva saliga;1986;6,7;6,8;7;8
The Sign of Four;1983;6;6;6;3
The Sign of the Cross;1932;6,8;6,67;7;10
The Mark of Zorro;1920;7;7;7;8
La mort dans ce jardin;1956;7,5;7,29;8;33
Wildwechsel;1972;7,7;7,6;8;14
Senilita;1962;7,6;7,22;8;23
Portnoy's Complaint;1972;5,3;5;6;4
The Trail of the Lonesome Pine;1936;7,8;8;8;4
Ben ividetelei;1983;6,1;6,5;6;5
Sans toit ni loi;1985;7,5;7,55;7;38
Das indische Grabmal;1959;7,3;7,17;8;26
Gumshoe;1972;5,5;6;5;10
Tribute;1980;6,7;6;7;4
At War with the Army;1950;4,8;5,33;4;7
West of Zanzibar;1928;7,3;7,33;7;16
The Dresser;1983;7,4;7,44;7;20
Honno;1966;7,3;6,5;8;3
Les bidasses en folie;1971;7,3;6,67;8;4
Les Miserables;1978;6,2;6;6;7
Fire on the Amazon;1993;5;6;4;3
Torst;1949;7;7,22;7;21
Seven Men From Now;1956;8,6;8,8;8;27
I sette dell'Orsa maggiore;1952;5,1;3,75;7;12
Les septe peches capitaux;1952;5;4,5;5;7
Shichi-nin no Samurai;1954;9,3;9,56;9;292
Seventh Heaven;1927;7,8;8;8;9
The Boogeyman;1980;4,1;4;4;20
Street of No Return;1989;6,9;7,25;6;26
Marlene Dietrich: Her Own Song;2001;7,3;8;7;3
On the Line;2001;4,5;3;6;6
Seventh Heaven;1937;6,5;4;9;3
Le septieme jure;1961;6,3;5,5;7;3
Yojimbo;1961;8,6;8,64;9;122
Original Gangstas;1996;6;6;6;3
Ivy;1947;6,5;7,5;6;4
Sgt. Pepper's Lonely Hearts Club Band;1978;5,5;5;6;3
The Gorgon;1964;6;5,33;7;20
Looks and Smiles;1981;6,5;7;6;3
Embassy;1972;5,1;4;6;5
The Hound of the Baskervilles;1939;7,2;7,33;7;18
Shock;1977;7,3;7,08;8;70
Shock Treatment;1981;6,9;7;7;8
Ti kniver i hjertet;1994;7;6;8;4
Steel;1997;5,3;6;5;4
The Rookie;2002;6,3;6,67;6;29
Shaft;2000;5,4;5,2;6;74
The Last Castle;2001;6;5,8;6;101
Ikingut;2000;6;6;6;4
Every Girl Should Be Married;1948;5,6;6;5;9
Presque rien;2000;7,3;6,9;8;38
Les fous du stade;1972;5,8;6;6;9
Salut l'artiste;1973;6,5;7,29;6;24
Scooby-Doo on Zombie Island;1998;6,4;7;6;12
Mesto na zemle;2001;8,8;9,25;8;20
Silent Predators;1999;4,6;4;5;7
Jill Rips;2000;4,4;4;5;7
E.A.M. - Estranei alla massa;2001;7,8;7,5;8;4
Kung Pow! Enter the Fist;2002;5,2;5;5;18
The Martins;2001;5,2;5;5;17
Get Over It;2001;6;5,33;7;10
Marilyn Monroe: The Final Days;2001;7;6;8;5
Prince Valiant;1997;3,9;4;4;9
Shadow Hours;2000;7,7;;8;3
Nessuno torna indietro;1945;4,9;4,5;5;5
Les Charlots font l'Espagne;1972;6;6;6;4
Road Rage;1999;6,3;6;7;4
Top Dog;1995;4,7;4,33;5;6
Liebe in Schatten des Drachen;1998;5,5;4;7;3
San Quentin;1946;5,3;6;5;6
Marilyn: Something's Got to Give;1990;6,8;6;8;3
The Tale of Sweeney Todd;1997;6,1;6,33;6;10
I baccanali di Tiberio;1959;3,8;4;4;5
Il fidanzato di mia moglie;1943;6,2;5,67;7;10
Una storia qualunque;2000;6,2;5,67;7;11
Due amici;2002;6,2;7;5;26
Un honnete commercant;2002;7,1;7;7;7
Roger Dodger;2002;6,3;6,5;6;20
The Irrefutable Truth About Demons;2000;4,2;4;4;13
Air Bud: Seventh Inning Fetch;2000;4,2;4;4;4
Premier mai;1958;4,5;5;4;3
... e di Shaul e dei sicari sulle vie da Damasco;1973;3,3;4;3;4
Il giorno dell'Assunta;1977;6,3;4,5;8;3
Ali G Indahouse;2002;5,4;5,38;5;41
Bend It Like Beckham;2002;6,3;6,4;6;170
Corto Maltese - La cour secrete des arcanes;2002;7,4;7,25;8;12
Dead or Alive 2: Tobosha;2000;7,3;7;8;35
L'idole;2002;6;6;6;3
The Importance of Being Earnest;2002;6;6;6;106
Insomnia;2002;6,8;6,66;7;416
My Little Eye;2002;6,3;6,29;6;51
Possession;2002;4,8;4,55;5;54
Le grand bazar;1973;6,6;6;7;15
L'inquilina del piano di sopra;1977;3,8;3;5;12
Gerry;2002;7,7;7,78;8;52
Blue Moon;2002;5;6;4;3
Oltre il confine;2002;5;4;6;3
Secretary;2002;6,7;6,55;7;218
Tan de repente;2002;7;8;6;3
Personal Velocity: Three Portraits;2002;6,9;7,5;6;23
Al primo soffio di vento;2002;6,7;7,43;6;19
One Hour Photo;2002;6,8;7;7;180
For All Time;2000;6,8;6;8;4
Pavilion of Women;2000;4,8;4;6;5
Le vacances de Monsieur Hulot;1953;7,9;8,07;8;83
Tender Comrade;1943;5,4;5,5;5;6
The Whip Hand;1951;5,6;6;5;7
A qualcuna piace calvo;1960;4;3;5;5
La banda del buco;1960;2,8;3,5;2;5
First Yank Into Tokyo;1945;4,5;6;3;3
Giovanni dalle Bande Nere;1957;4,1;4;4;7
Zorro il cavaliere della vendetta;1970;3,4;3;4;11
The Perfect Tenant;2000;7;6;8;3
Night of the Ghouls;1960;5,6;6;5;12
Les 4 Charlots mousquetaires;1973;4,5;5;4;3
Invasion of Privacy;1996;6,1;6;6;7
Racing with the Moon;1984;7,3;6;9;5
The Master Race;1944;7,2;8;6;5
A Song Is Born;1948;6,8;6,8;7;17
Bear's Kiss;2002;2,8;3;3;6
The Hours;2002;7,1;6,94;7;217
The Tracker;2002;6,4;6,4;6;35
The Magdalene Sisters;2002;7,8;7,95;8;172
Velocita massima;2002;5,9;5,69;6;71
Lovers Lane;1999;5,2;6;4;6
Captain Kidd;1945;6,1;6;6;9
Far from Heaven;2002;7,5;7,73;7;212
Demon Knight;1995;6,2;6;6;14
Contagion;2001;3,8;4;4;6
Nerone 71;1962;3,8;4,5;3;5
Cosi;1996;6,8;6;8;4
Viale della speranza;1953;5,5;5,5;6;13
Gridlock'd;1996;6,5;7;6;11
Citizen Ruth;1996;7,2;7,75;7;22
We Were Soldiers;2002;5;4,38;6;106
Blade II;2002;6,6;6,6;7;202
Orange County;2002;6,1;6,5;6;19
Les Charlots contre Dracula;1980;4;6;2;3
Rosa Funzeca;2002;6,6;5,25;8;10
Blood Work;2002;6,9;7;7;225
The Dancer Upstairs;2002;6,6;7;6;14
Between Strangers;2002;4,9;5;5;22
Porca miseria!;1951;3;3;3;3
I ragazzi dell'Hully Gully;1964;4,4;3;6;6
My Hustler;1965;7,4;8;7;11
Normal Love;1963;5,5;7;4;3
La forza del passato;2002;4,8;4,33;5;12
Un uomo, una citta;1974;5,9;5,5;6;23
Venomous;2001;5;4;6;3
Un viaggio chiamato amore;2002;5,3;5,5;5;62
Dolls;2002;7,9;7,87;8;199
Oasis;2002;8,4;8,54;8;55
Dirty Pretty Things;2002;7,1;7;7;82
Afrodite, dea dell'amore;1958;4,8;5;5;6
Jimmy Neutron: Boy Genius;2001;4,8;4;6;13
Skoot hansawwar/Silence... on tourne;2001;6,6;6;7;10
Roberto Succo;2000;6,5;6,77;6;64
Lagaan: Once Upon a Time in India;2001;7,5;8;7;21
The New Guy;2002;4,2;3,5;5;14
Das Experiment;2001;6,7;6,7;7;91
Jeepers Creepers;2001;6,2;6,25;6;164
Undisputed;2002;7;7,25;7;85
El Bola;2000;7,3;8;7;5
Brat 2;2000;7,3;;7;3
Brat;1997;7,1;6,33;8;12
La captive;2000;5,1;5,64;5;32
Christy: The Movie;2001;5,3;6;5;3
Tatiana, la muneca rusa;1995;3,8;4;4;5
Crazy Horse;1996;6,3;6;7;3
L'anima gemella;2002;6,2;6,27;6;105
La virgen de la lujuria;2002;5;;5;3
Rokugatsu no hebi;2003;7,6;7,69;7;78
Ken Park;2002;6,7;6,89;6;103
Full Frontal;2002;4,9;4,86;5;35
Vendredi soir;2002;7,9;7;9;7
The Little Foxes;1941;8,7;8,88;9;56
Un homme sans l'Occident;2002;8;8;8;4
Lilja 4-ever;2002;7;6,5;7;28
Johan Padan a la descoverta de le Americhe;2002;5,5;5,67;5;12
My Name Is Tanino;2002;6,8;7,13;7;170
Proximity;2001;4,5;5;4;5
Naqoyqatsi;2002;5,7;5,33;6;16
11'09''01 - September 11;2002;6,8;6,75;7;102
Clown in' Kabul;2002;7,5;8;7;3
Ten Minutes Older: The Cello;2002;6,9;7;7;13
Ripley's Game;2002;5,3;5;6;69
Frida;2002;5,3;4,2;6;124
Dom durakov;2002;5,8;5,6;6;18
L'homme du train;2002;7,6;7,72;7;121
Genova senza risposte;2002;8;8;8;3
Aprimi il cuore;2002;5,5;5,4;6;23
Addio del passato;2002;7,6;8;7;11
