MOVIE_TITLE;RELEASE_YEAR;TOMATOMETER_STATUS;RATING_TOMATOMETER;RATING_AUDIENCE;FRESH_CRITICS_COUNT;ROTTEN_CRITICS_COUNT;CRITICS_COUNT;TOP_CRITICS_COUNT
The Corruptor;1998;Rotten;48;43;23;25;48;16
Corvette Summer;1978;Rotten;50;43;4;4;8;3
Cosmopolis;2012;Fresh;65;31;120;64;184;45
Cost of a Soul;2011;Rotten;27;48;3;8;11;9
Cottage Country;1900;Rotten;20;29;1;4;5;2
The Cotton Club;1984;Fresh;76;55;22;7;29;8
The Couch Trip;1988;Rotten;33;45;3;6;9;1
Count Yorga, Vampire;1970;Rotten;44;42;4;5;9;0
Countdown;2019;Rotten;26;72;18;52;70;11
Countdown to Zero;2010;Certified-Fresh;79;72;69;18;87;33
Counterfeiters;2018;Fresh;71;91;5;2;7;1
The Country Bears;2002;Rotten;31;33;26;59;85;23
Country Strong;2011;Rotten;22;53;29;105;134;44
The Aryan Couple, (The Couple);2005;Rotten;12;57;3;23;26;18
Couples Retreat;2009;Rotten;10;39;17;146;163;43
Courage Under Fire;1996;Certified-Fresh;85;66;46;8;54;17
Courageous;2011;Rotten;36;86;8;14;22;8
Court;2015;Certified-Fresh;98;79;57;1;58;15
The Court Jester;1956;Fresh;96;94;27;1;28;5
Cousin Jules;2013;Fresh;100;83;16;0;16;7
Cousins;1989;Rotten;50;67;4;4;8;1
The Covenant;2006;Rotten;4;62;3;71;74;22
Cover;2007;Rotten;0;78;0;12;12;6
The Cowboys;1972;Fresh;79;88;11;3;14;1
The Wicker Tree;2012;Rotten;27;10;4;11;15;4
Cowboys & Aliens;2011;Rotten;44;43;113;143;256;53
Coyote Lake;2019;Fresh;83;83;5;1;6;2
Coyote Ugly;2000;Rotten;23;71;24;79;103;31
CQ;2002;Fresh;66;69;50;26;76;23
Crack in the World;1965;Fresh;86;41;6;1;7;3
Cracks;2011;Rotten;43;48;21;28;49;17
Cradle 2 the Grave;2003;Rotten;25;52;31;91;122;27
Cradle of Champions;1900;Fresh;100;;13;0;13;2
Cradle Will Rock;1999;Fresh;64;71;46;26;72;17
The Craft;1996;Rotten;56;65;32;25;57;13
Craigslist Joe;2012;Rotten;33;64;2;4;6;3
Crank;2006;Fresh;61;71;57;37;94;20
Crank 2: High Voltage;2009;Fresh;64;49;44;25;69;15
Crash Pad;2017;Rotten;54;53;7;6;13;4
Crave;2013;Rotten;31;26;5;11;16;3
Crawford;2008;Fresh;100;72;5;0;5;0
Crawl;2011;Fresh;63;20;5;3;8;2
Crawl;2019;Certified-Fresh;83;75;166;33;199;26
The Crazies;1973;Fresh;67;43;16;8;24;2
Crazy/Beautiful;2001;Fresh;63;69;62;37;99;30
Crazy About Tiffany's;2016;Rotten;27;36;4;11;15;6
Crazy as Hell;2002;Rotten;53;54;8;7;15;5
Crazy Eyes;2012;Rotten;25;21;5;15;20;9
Crazy Heart;2009;Certified-Fresh;90;76;189;20;209;49
Crazy Horse;2012;Certified-Fresh;85;52;47;8;55;24
Crazy in Alabama;1999;Rotten;30;64;17;39;56;22
Crazy Love;2007;Certified-Fresh;79;73;70;19;89;38
Crazy on the Outside;2010;Rotten;8;28;1;11;12;9
Crazy People;;Rotten;37;62;7;12;19;4
Crazy Rich Asians;2018;Certified-Fresh;91;76;321;32;352;48
Crazy, Stupid, Love.;2011;Certified-Fresh;79;78;187;49;236;49
Creative Control;2016;Fresh;60;38;33;22;55;19
Creator;1985;Rotten;38;76;5;8;13;2
Creature;1985;Rotten;40;12;2;3;5;0
Creature;2011;Rotten;10;17;3;26;29;6
Creed;2015;Certified-Fresh;95;89;291;15;306;55
Creed II;2018;Certified-Fresh;83;80;253;50;303;47
Creep;2015;Fresh;89;65;24;3;27;4
Creep 2;2017;Fresh;100;72;23;0;23;2
Creeping Flesh;1973;Fresh;83;54;5;1;6;0
Creepshow;1982;Fresh;73;68;27;10;37;5
Creepshow 2;1987;Rotten;30;40;7;16;23;5
Creepy (Kuripi: Itsuwari no rinjin);2016;Certified-Fresh;90;57;46;5;51;15
Cries and Whispers;1972;Fresh;90;91;27;3;30;6
Crime After Crime;2011;Fresh;91;82;31;3;34;17
Crime & Punishment in Suburbia;2000;Rotten;21;58;6;23;29;14
The Crime of Padre Amaro;2002;Fresh;61;74;51;32;83;32
Crime Spree;2003;Rotten;33;56;2;4;6;3
Crimes of Passion;1984;Rotten;36;55;4;7;11;2
Crimes of the Heart;1986;Fresh;81;65;17;4;21;7
Criminal;2016;Rotten;30;47;41;94;135;31
Criminal Activities;2015;Rotten;48;42;10;11;21;8
Criminal Law;1989;Rotten;33;26;3;6;9;1
Crimson Peak;2015;Fresh;72;55;200;76;276;42
The Crimson Pirate;1952;Fresh;100;85;13;0;13;0
Crimson Tide;1995;Certified-Fresh;88;83;45;6;51;14
Crip Camp: A Disability Revolution;1900;Certified-Fresh;100;92;84;0;84;24
Criss Cross;1949;Fresh;92;80;11;1;12;2
Critical Care;1997;Rotten;59;30;10;7;17;10
Critical Thinking;2020;Fresh;93;85;27;2;29;4
Critters;1986;Rotten;52;45;11;10;21;2
Critters 2: The Main Course;1988;Rotten;25;36;3;9;12;1
Critters 3;1991;Rotten;0;23;0;7;7;0
Critters Attack!;1900;Rotten;44;26;7;9;16;1
Crna macka, beli macor (Black Cat, White Cat);1999;Fresh;83;95;29;6;35;9
Crocodile Dundee;1986;Fresh;88;59;28;4;32;5
Crocodile Dundee II;1988;Rotten;10;38;3;28;31;6
Crocodile Dundee in Los Angeles;2001;Rotten;11;25;9;72;81;26
Cromwell;1970;Rotten;43;69;3;4;7;1
Cronicas;2005;Certified-Fresh;71;77;52;21;73;24
Cronos;1994;Certified-Fresh;91;69;49;5;54;10
Crooked Arrows;2012;Rotten;41;62;11;16;27;14
Crooked House;2017;Rotten;57;56;17;13;30;7
Crooklyn;1994;Fresh;77;90;23;7;30;10
Cropsey;2010;Certified-Fresh;91;61;41;4;45;15
Cross Creek;1983;Fresh;67;75;8;4;12;4
Cross of Iron;1977;Fresh;75;87;12;4;16;1
Crossfire;1947;Fresh;82;74;14;3;17;5
Crossfire Trail;2001;Rotten;40;77;2;3;5;1
Crossing Delancey;1988;Fresh;88;78;22;3;25;1
The Crossing Guard;1995;Fresh;75;53;21;7;28;6
Crossing Over;2009;Rotten;16;49;17;92;109;43
Crossing the Line;2007;Fresh;90;85;19;2;21;10
Crossover;2006;Rotten;2;59;1;64;65;24
Crossworlds;1996;Rotten;20;41;1;4;5;0
Crouching Tiger, Hidden Dragon;2001;Certified-Fresh;97;86;153;4;157;35
The Crow;1994;Certified-Fresh;83;90;48;10;58;14
The Crow - Salvation;2000;Rotten;22;43;2;7;9;1
The Crow: City of Angels;1996;Rotten;12;40;4;30;34;9
Crown and Anchor;2018;Fresh;100;;5;0;5;1
Crown Heights;2017;Certified-Fresh;77;77;64;19;83;23
Crown Vic;2019;Rotten;58;73;15;11;26;8
CRSHD;1900;Fresh;75;60;15;5;20;3
Cruel Intentions;1999;Rotten;54;81;62;52;114;38
Cruel Intentions 2;2000;Rotten;17;21;2;10;12;0
The Cruise;1998;Fresh;86;88;18;3;21;4
Cruise;2018;Rotten;38;71;3;5;8;3
Cruising;1980;Rotten;50;48;26;26;52;12
Crumb;1995;Certified-Fresh;95;89;41;2;43;6
Crush The Skull;1900;Fresh;100;54;6;0;6;1
Crusoe;1988;Fresh;67;43;4;2;6;1
Cry-Baby;;Fresh;73;77;40;15;55;15
Cry Freedom;1987;Fresh;76;88;19;6;25;7
Evil Angels (A Cry in the Dark);1988;Fresh;93;74;26;2;28;7
Cry of the Owl;2009;Rotten;11;20;1;8;9;2
Cry_Wolf;2005;Rotten;24;51;11;35;46;11
The Crying Game;1992;Certified-Fresh;94;78;63;4;67;19
Crypto;2019;Rotten;17;59;1;5;6;2
Crystal Fairy;2013;Certified-Fresh;83;50;78;16;94;32
CSA: The Confederate States of America;2005;Certified-Fresh;80;56;53;13;66;22
CSNY Deja Vu;2008;Fresh;68;71;28;13;41;19
Cthulhu;2008;Fresh;62;28;8;5;13;3
Cub (Welp);1900;Rotten;38;33;9;15;24;5
Cuba And The Cameraman;2017;Fresh;100;93;7;0;7;4
Cuban Fury;2014;Rotten;54;43;52;44;96;26
Cubby;2019;Fresh;73;56;8;3;11;2
Cube;1998;Fresh;63;76;24;14;38;6
Cube 2 - Hypercube;2003;Rotten;45;35;5;6;11;0
Cuck;2019;Rotten;44;65;7;9;16;6
Cujo;1983;Fresh;63;45;25;15;40;5
Cult of Chucky;1900;Fresh;79;46;19;5;24;1
Cunningham;2019;Certified-Fresh;89;88;54;7;61;19
Cupcakes;2015;Fresh;78;62;18;5;23;10
Curdled;1996;Rotten;17;58;2;10;12;2
The Curious Case of Benjamin Button;2008;Certified-Fresh;72;80;182;72;254;55
Curly Sue;1991;Rotten;13;50;2;13;15;3
Curse of Chucky;1900;Fresh;76;56;16;5;21;1
The Curse of Frankenstein;1957;Fresh;78;77;14;4;18;3
The Curse of the Cat People;1945;Fresh;87;66;27;4;31;4
Curse of the Demon;1958;Fresh;100;85;16;0;16;2
Curse of the Golden Flower;2006;Fresh;65;65;83;44;127;39
The Curse of the Jade Scorpion;2001;Rotten;46;53;56;67;123;38
Curse of the Pink Panther;1983;Rotten;29;24;4;10;14;0
Curtains;1983;Rotten;57;39;4;3;7;0
Curtiz;1900;Rotten;57;64;4;3;7;0
Curvature;2018;Rotten;47;54;8;9;17;2
Dead Man's Curve;1998;Rotten;11;53;1;8;9;1
Custer of the West;1967;Rotten;25;32;2;6;8;3
Cut;2000;Rotten;11;25;1;8;9;2
Cut Bank;2015;Rotten;37;29;14;24;38;11
Cut Shoot Kill;1900;Fresh;71;50;5;2;7;0
Cut Sleeve Boys;2007;Rotten;42;49;5;7;12;3
Cut Snake;1900;Fresh;69;46;11;5;16;5
Cutie And The Boxer;2013;Certified-Fresh;95;75;70;4;74;31
Cutter's Way;1981;Fresh;91;70;21;2;23;8
Cutthroat Island;1995;Rotten;38;40;15;25;40;10
Cyber-Seniors;2014;Fresh;80;58;12;3;15;7
Cypher;2002;Rotten;58;65;11;8;19;1
Cyrano de Bergerac;1950;Fresh;78;81;21;6;27;8
Cyrus;2010;Certified-Fresh;80;53;125;31;156;47
D2: The Mighty Ducks;1994;Rotten;20;59;3;12;15;1
D3: The Mighty Ducks;1996;Rotten;20;45;3;12;15;4
D-Tox (Eye See You);2002;Rotten;18;28;4;18;22;5
The D Train;2015;Rotten;53;23;71;63;133;37
Da Sweet Blood of Jesus;2015;Rotten;47;19;20;24;43;16
The Da Vinci Code;2006;Rotten;26;57;59;172;231;48
Dabangg;2010;Fresh;60;60;3;2;5;0
Dad;1989;Fresh;60;60;6;4;10;1
Daddy Day Camp;2007;Rotten;1;38;1;80;81;30
Daddy Day Care;2003;Rotten;27;48;36;96;132;38
Daddy Issues;2020;Rotten;0;;0;7;7;1
Daddy's Home 2;2017;Rotten;21;50;27;102;129;26
Daddy's Home;2015;Rotten;31;49;37;84;121;31
Daddy's Little Girls;2007;Rotten;26;81;14;40;54;22
Dad's Army;2016;Rotten;31;36;11;24;35;8
Daffodils;1900;Fresh;60;;3;2;5;0
Dagon;1900;Fresh;69;56;9;4;13;0
Daguerrotype (Le secret de la chambre noire);1900;Rotten;53;50;9;8;17;4
Dahmer;2002;Fresh;69;40;27;12;39;10
Dai-Nipponjin (Big Man Japan);2009;Fresh;77;54;27;8;35;12
Daisy Kenyon;1947;Fresh;100;58;5;0;5;1
Daisy Miller;1974;Fresh;75;29;9;3;12;1
Daleks - Invasion Earth 2150 A.D.;1966;Fresh;67;53;8;4;12;3
Dalida;2017;Rotten;33;88;2;4;6;2
Dallas Buyers Club;2013;Certified-Fresh;93;91;239;19;257;59
Damage;1900;Fresh;78;73;18;5;23;5
Damascus Cover;2018;Rotten;14;59;3;19;22;7
Dames;1934;Fresh;60;65;3;2;5;1
Damien---Omen II;1978;Rotten;44;49;11;14;25;3
Damn the Defiant!;1962;Fresh;100;62;6;0;6;0
Damnation Alley;1977;Rotten;44;34;4;5;9;0
The Damned United;2009;Certified-Fresh;92;85;127;11;138;42
Damsel;2018;Fresh;67;55;75;37;112;30
Damsels in Distress;2012;Certified-Fresh;75;39;107;36;143;49
Dan in Real Life;2007;Fresh;65;69;110;60;170;42
Dana Carvey - Squatting Monkeys Tell No Lies;1900;Rotten;20;;1;4;5;3
Dance Academy: The Comeback;2018;Fresh;100;81;15;0;15;3
Dance Flick;2009;Rotten;18;30;17;79;96;26
Dance, Girl, Dance;1940;Fresh;83;65;10;2;12;4
Dance Me Outside;1994;Fresh;69;91;9;4;13;5
Dance with Me;1998;Rotten;51;67;22;21;43;14
Dancer;2016;Fresh;88;86;29;4;33;12
Dancer in the Dark;2000;Fresh;69;91;84;37;121;31
Dancer, Texas Pop. 81;1998;Fresh;80;72;12;3;15;3
The Dancer Upstairs;2002;Fresh;64;76;73;41;114;37
Dances With Wolves;;Certified-Fresh;83;87;63;13;76;19
Dancing Across Borders;2010;Rotten;57;70;12;9;21;10
Dancing at Lughnasa;1998;Fresh;64;58;21;12;33;7
Dancing at the Blue Iguana;2000;Rotten;23;42;5;17;22;6
Dancing In Jaffa;2014;Certified-Fresh;88;73;36;5;41;16
Dancing Lady;1933;Fresh;80;69;4;1;5;0
Danger Close;2017;Rotten;20;81;1;4;5;3
Danger Close;2019;Fresh;71;71;25;10;35;4
Danger: Diabolik;1968;Fresh;64;71;14;8;22;4
Dangerous Beauty;1998;Fresh;68;86;19;9;28;8
Dangerous Ishhq;2012;Rotten;20;31;1;4;5;2
Dangerous Liaisons;2012;Fresh;68;54;13;6;19;11
Dangerous Lies (Windfall);1900;Rotten;25;22;7;21;28;5
The Dangerous Lives of Altar Boys;2002;Certified-Fresh;77;79;86;25;111;31
Dangerous Minds;1995;Rotten;29;64;12;29;41;12
A Dangerous Woman;1993;Rotten;50;31;6;6;12;3
Daniel;1983;Rotten;43;56;3;4;7;1
Daniel & Ana;2010;Rotten;56;89;5;4;9;3
Daniel Isn't Real;2019;Certified-Fresh;82;56;65;14;79;11
Danika;2006;Rotten;29;32;2;5;7;1
Danny Collins;2015;Certified-Fresh;77;73;102;30;132;41
Danny Deckchair;2003;Rotten;55;77;42;35;77;25
Danny Says;2016;Fresh;74;51;23;8;31;12
Unleashed;2005;Fresh;66;75;88;46;134;34
Dante's Peak;1997;Rotten;26;38;8;23;31;11
Darby O'Gill and the Little People;1959;Fresh;100;77;15;0;15;2
Dare;2009;Rotten;57;34;12;9;21;9
Daredevil;2003;Rotten;44;35;100;129;229;45
The Darjeeling Limited;2007;Fresh;69;78;132;60;192;49
Dark Shadows;2012;Rotten;36;46;91;164;255;53
Dark Blue;2003;Rotten;59;52;78;55;133;34
Dark Blue World;2001;Fresh;62;84;36;22;58;22
Dark City;1998;Certified-Fresh;76;85;65;20;85;21
Dark Crimes;2018;Rotten;0;30;0;37;37;9
The Dark Crystal;1982;Certified-Fresh;79;81;37;10;47;7
Dark Days;2000;Certified-Fresh;94;89;64;4;68;26
Dark Encounter (Transience);1900;Fresh;67;43;4;2;6;0
Harlequin (Dark Forces) (The Minister's Magician);1980;Rotten;40;48;2;3;5;0
Entre tinieblas (Dark Habits) (Dark Hideout);1983;Fresh;69;69;9;4;13;1
The Dark Half;1993;Rotten;58;37;19;14;33;10
Dark Horse;2012;Fresh;70;41;55;24;79;33
Dark Matter;2008;Rotten;40;40;16;24;40;19
Dark Night of the Scarecrow;1981;Rotten;50;65;3;3;6;0
The Mercenaries (Dark of the Sun);1968;Fresh;67;77;4;2;6;0
Dark Passage;1947;Fresh;93;82;26;2;28;7
Dark Phoenix;2019;Rotten;22;64;82;288;370;44
Dark Places;2015;Rotten;23;33;19;63;82;21
Dark River;2018;Certified-Fresh;80;64;47;12;59;14
Dark Signal;2017;Rotten;33;33;2;4;6;1
Dark Skies;2013;Rotten;41;49;38;55;93;20
Dark Summer;2015;Rotten;29;15;7;17;24;9
Dark Tide;2012;Rotten;0;16;0;20;20;5
Dark Touch;2013;Fresh;64;28;7;4;11;2
Dark Victory;1939;Fresh;88;81;21;3;24;1
Dark Was The Night;2015;Rotten;52;35;11;10;21;7
Dark Water;2005;Rotten;47;28;72;82;154;39
Dark Waters;2019;Certified-Fresh;90;95;196;22;218;36
Darkest Hour;2017;Certified-Fresh;84;82;262;51;312;52
Darkman;;Certified-Fresh;84;59;52;10;61;11
Darkman II: The Return of Durant;1995;Rotten;29;19;2;5;7;0
Darkman III: Die Darkman Die;1996;Rotten;33;20;2;4;6;0
Darkness;2004;Rotten;4;30;2;53;55;13
Darkness Falls;2003;Rotten;9;34;12;118;130;34
Darkon;2006;Fresh;89;65;17;2;19;9
Darlin';2019;Fresh;70;50;21;9;30;6
Darling;2016;Fresh;71;44;20;8;28;8
Darling Companion;2012;Rotten;21;29;19;72;91;33
Darling Lili;1970;Rotten;40;69;2;3;5;1
D.A.R.Y.L.;1985;Rotten;53;54;9;8;17;5
Das finstere Tal (The Dark Valley);2014;Rotten;33;66;2;4;6;1
Das Versprechen (The Promise);1995;Fresh;71;75;5;2;7;1
Date And Switch;2014;Rotten;30;37;3;7;10;5
Date Night;2010;Fresh;66;55;152;78;230;50
Date with an Angel;1987;Rotten;14;58;1;6;7;2
American Experience;2004;Certified-Fresh;79;60;60;16;76;33
Daughter of the Wolf;2019;Rotten;22;40;2;7;9;4
Daughters of the Dust;1991;Certified-Fresh;98;64;42;1;43;15
Daughters of the Sexual Revolution: The Untold Story of the Dallas Cowboys Cheerleaders;2018;Fresh;83;89;5;1;6;3
Dave;1993;Certified-Fresh;95;72;57;3;60;21
Dave Chappelle: Sticks & Stones;1900;Rotten;35;99;6;11;17;3
David and Bathsheba;1951;Fresh;83;31;5;1;6;3
David & Layla;2007;Rotten;53;43;10;9;19;11
David and Lisa;1962;Fresh;83;79;10;2;12;3
David Cross: Making America Great Again;1900;Fresh;71;57;5;2;7;3
Davy Crockett, King of the Wild Frontier;1955;Fresh;100;79;6;0;6;0
Dawn of the Dead;2004;Certified-Fresh;75;77;141;47;188;38
Dawn Of The Planet Of The Apes;2014;Certified-Fresh;90;88;283;30;313;63
Dawn Patrol;2015;Rotten;0;11;0;6;6;2
The Day After Tomorrow;2004;Rotten;44;50;98;123;221;45
A Day at the Races;1937;Fresh;94;89;16;1;17;2
Day for Night;1973;Fresh;100;91;37;0;37;7
Day Night Day Night;2006;Fresh;67;56;31;15;46;17
Day of the Dead: Bloodline;2018;Rotten;13;9;1;7;8;2
Day of the Falcon;2013;Rotten;11;51;3;24;27;7
Day of the Flowers;1900;Rotten;58;52;7;5;12;5
The Day of the Jackal;1973;Fresh;89;88;24;3;27;7
The Day of the Locust;1975;Fresh;60;76;9;6;15;4
Day of the Outlaw;1959;Fresh;100;70;5;0;5;0
The Day the Earth Stood Still;2008;Rotten;21;27;40;155;195;49
Day Watch;2007;Fresh;62;68;60;37;97;33
Day Zero;2007;Rotten;24;44;5;16;21;8
Daybreakers;2010;Fresh;69;49;106;48;154;37
Daydream Nation;2011;Fresh;68;50;15;7;22;10
Daylight;1996;Rotten;27;37;11;30;41;12
Daylight;2011;Fresh;91;63;10;1;11;6
Daylight Robbery;2008;Rotten;22;45;2;7;9;5
Giorni e Nuvole (Days and Clouds);2007;Fresh;81;62;26;6;32;10
Days and Nights;2014;Rotten;0;36;0;13;13;4
Days of Glory;2007;Certified-Fresh;83;79;71;15;86;33
Days of Grace;2015;Fresh;65;62;13;7;20;8
Days of Heaven;1978;Certified-Fresh;92;89;49;4;53;11
Days of Thunder;;Rotten;38;60;25;40;65;18
The Daytrippers;1997;Fresh;73;74;19;7;26;6
Dazed and Confused;1993;Certified-Fresh;92;90;57;5;62;11
D.C. Cab;1983;Rotten;14;53;1;6;7;2
DCU: Justice League: The Flashpoint Paradox;1900;Fresh;100;92;5;0;5;0
Ddongpari (Breathless);2009;Fresh;84;82;21;4;25;9
De rouille et d'os (Rust and Bone);2012;Certified-Fresh;82;80;134;30;164;54
De Sade;2001;Rotten;0;25;0;6;6;1
De zaak Alzheimer (The Memory of a Killer);2005;Certified-Fresh;84;80;57;11;68;24
Dead Man Running;2009;Rotten;14;52;3;19;22;4
Dylan Dog: Dead of Night;2011;Rotten;7;29;3;41;44;8
Dead or Alive: Hanzaisha;1999;Rotten;55;74;12;10;22;5
Dead Again;1991;Certified-Fresh;83;77;39;8;47;11
Dead Alive;1993;Certified-Fresh;88;87;37;5;42;7
Dead and Buried;1981;Fresh;75;58;12;4;16;0
Dead Ant;2019;Fresh;64;46;9;5;14;3
Dead Awake;2017;Rotten;20;17;2;8;10;3
Dead Bang;1989;Rotten;33;44;4;8;12;0
Dead Calm;1989;Fresh;83;63;24;5;29;6
Dead Dicks;2019;Fresh;100;58;9;0;9;0
Dead End;1937;Fresh;91;76;10;1;11;0
Dead Heat on a Merry-Go-Round;1966;Rotten;40;34;2;3;5;0
Dead Hooker in a Trunk;2009;Fresh;80;42;4;1;5;0
Dead Kids;1900;Rotten;17;76;1;5;6;1
Dead Man;1995;Fresh;71;88;37;15;52;14
Dead Man Down;2013;Rotten;40;47;42;63;105;27
Dead Man on Campus;1998;Rotten;15;55;7;39;46;16
Dead Man's Burden;2013;Fresh;74;49;14;5;19;11
Dead Man's Shoes;2006;Rotten;58;91;26;19;45;14
Dead Men Don't Wear Plaid;1982;Fresh;79;72;19;5;24;1
Dead Night;2018;Fresh;63;52;10;6;16;2
Dead of Night (Deathdream);1974;Fresh;83;64;10;2;12;0
Dead of Winter;1986;Fresh;77;46;10;3;13;2
Dead or Alive: Final;2002;Rotten;42;40;5;7;12;3
Dead Poets Society;1989;Certified-Fresh;84;92;48;9;57;10
The Dead Pool;1988;Rotten;55;44;17;14;31;1
Dead Ringer;1964;Fresh;100;80;9;0;9;0
Dead Ringers;1988;Certified-Fresh;83;82;34;7;41;7
Dead Silence;2007;Rotten;20;51;16;64;80;20
Dead Snow;2009;Fresh;69;56;53;24;77;24
Dead Snow 2: Red vs. Dead;2014;Fresh;81;68;25;6;31;9
Dead Water;2019;Rotten;17;24;1;5;6;3
The Dead Zone;1983;Certified-Fresh;89;77;42;5;47;5
Deadfall;2012;Rotten;34;37;28;54;82;32
Deadline;2012;Rotten;0;53;0;9;9;5
Deadly Blessing;1982;Rotten;14;28;1;6;7;0
The Deadly Companions (Trigger Happy);1961;Fresh;83;32;5;1;6;2
Deadly Friend;1986;Rotten;8;38;1;11;12;1
Deadpool;2016;Certified-Fresh;85;90;290;52;342;51
Deadpool 2;2018;Certified-Fresh;83;85;344;68;412;51
Deadtectives;1900;Fresh;63;58;5;3;8;0
Deadtime Stories;1986;Rotten;0;21;0;5;5;0
Deal of the Century;1983;Rotten;11;17;1;8;9;1
Dealing With Idiots;2013;Rotten;37;31;7;12;19;12
Dealt;2017;Fresh;96;84;24;1;25;7
Dear Lemon Lima;2011;Fresh;75;64;9;3;12;5
Dear Diary (Caro diario);1994;Fresh;68;85;13;6;19;4
Dear Dictator;2018;Rotten;16;43;4;21;25;7
Dear Ex;1900;Fresh;89;88;8;1;9;1
Dear Frankie;2005;Certified-Fresh;81;90;91;21;112;35
Dear God;1996;Rotten;12;28;4;30;34;11
Dear Heart;1964;Rotten;40;66;2;3;5;1
Dear Jesse;1998;Fresh;86;;6;1;7;2
Dear John;2010;Rotten;29;55;39;97;136;39
Dear Mr. Watterson;2013;Fresh;62;51;21;13;34;16
Dear Wendy;2005;Rotten;36;66;23;41;64;18
Dear White People;2014;Certified-Fresh;91;61;122;12;133;42
Death and the Maiden;1995;Certified-Fresh;82;81;41;9;50;11
Death at a Funeral;2007;Fresh;62;79;82;50;132;40
Death at a Funeral;2010;Rotten;43;45;59;79;138;30
Death Becomes Her;1992;Rotten;54;61;27;23;50;16
Death by China;2012;Rotten;38;72;5;8;13;7
Death Defying Acts;2008;Rotten;42;26;16;22;38;14
Death House;2018;Rotten;40;39;2;3;5;0
Death Line (Raw Meat);1972;Fresh;91;44;10;1;11;1
Death Note;1900;Rotten;38;24;29;47;76;15
Death of a Cyclist (Muerte de un ciclista);1958;Fresh;100;86;10;0;10;3
Death of a President;2006;Rotten;38;58;38;62;100;39
Death Proof;2007;Fresh;64;72;27;15;42;11
Death Race;2008;Rotten;42;60;67;92;159;34
Death Race 2;1900;Rotten;17;37;1;5;6;0
Death Race 2000;1975;Fresh;83;64;30;6;36;6
Death Race 3: Inferno;1900;Rotten;50;45;3;3;6;0
Da uomo a uomo (Death Rides A Horse) (As Man to Man);1967;Rotten;40;71;2;3;5;2
Death Sentence;2007;Rotten;20;60;23;90;113;39
Death Takes a Holiday;1934;Fresh;88;80;7;1;8;0
Death to Smoochy;2002;Rotten;42;66;50;69;119;28
Death Wish;1974;Fresh;68;68;19;9;28;4
Death Wish;2018;Rotten;18;71;29;132;161;33
Death Wish 3;1985;Rotten;11;54;2;16;18;6
Death Wish 4: The Crackdown;1987;Rotten;14;40;1;6;7;0
Death Wish II;1982;Rotten;33;44;6;12;18;6
Death Wish V: The Face of Death;1993;Rotten;0;32;0;5;5;4
Deathgasm;2015;Fresh;88;66;28;4;32;8
The Deaths of Ian Stone;2007;Rotten;57;34;4;3;7;1
Deathstroke: Knights & Dragons;1900;Fresh;80;57;8;2;10;0
Deathtrap;1982;Fresh;71;71;12;5;17;4
D.E.B.S.;2004;Rotten;39;55;25;37;61;21
Debt Collectors;2020;Fresh;82;38;9;2;11;1
Decasia;2002;Fresh;86;81;12;2;14;3
Deceiver;1998;Rotten;48;58;13;14;27;8
December Boys;2007;Rotten;41;52;29;41;70;27
Deception;2008;Rotten;11;31;11;89;100;34
Deceptive Practice: The Mysteries and Mentors of Ricky Jay;2013;Fresh;92;71;36;3;39;21
Decision Before Dawn;1951;Fresh;100;71;6;0;6;2
Deck the Halls;2006;Rotten;6;30;5;79;84;28
Declaration of War;2012;Certified-Fresh;86;70;36;6;42;20
The Decline of Western Civilization Part II: The Metal Years;1988;Fresh;90;77;9;1;10;5
Decoding Annie Parker;2014;Rotten;56;41;14;11;25;11
Decoding Deepak;2012;Rotten;55;59;6;5;11;6
Dead Sushi;2013;Fresh;100;52;7;0;7;0
Dedication;2007;Rotten;40;64;18;27;45;20
The Deep;1977;Rotten;48;38;10;11;21;0
Deep Blue Sea 2;1900;Rotten;0;10;0;5;5;0
Deep Blue Sea 3;1900;Fresh;69;38;9;4;13;0
The Deep End;2001;Certified-Fresh;82;59;98;21;119;31
The Deep End of the Ocean;1999;Rotten;43;59;15;20;35;8
Deep Impact;1998;Rotten;45;43;39;47;86;21
Deep Red (Profondo rosso);1975;Fresh;96;86;23;1;24;3
Deep Rising;1998;Rotten;28;43;9;23;32;6
Deep Sea 3D;2006;Fresh;91;79;31;3;34;15
Deep Web;2015;Fresh;79;72;11;3;14;3
Deeply;2001;Rotten;20;59;1;4;5;1
DeepStar Six;1989;Rotten;9;24;1;10;11;0
Deepwater Horizon;2016;Certified-Fresh;83;82;216;45;260;55
Deerskin;2020;Certified-Fresh;87;71;90;13;103;15
Defamation;2009;Fresh;85;75;17;3;20;10
Defending Your Life;1991;Fresh;97;83;31;1;32;4
Defendor;2009;Fresh;74;58;17;6;23;7
Defence of the Realm (Defense of the Realm);1985;Fresh;100;69;6;0;6;1
Defiance;2009;Rotten;58;72;107;79;186;49
The Defiant Ones;1958;Fresh;83;87;20;4;24;4
Deidra & Laney Rob a Train;2017;Fresh;92;57;22;2;24;6
Deja Vu;2006;Rotten;56;73;90;72;162;41
Delgo;2008;Rotten;11;26;5;39;44;17
Delhi 6;2009;Rotten;36;41;4;7;11;6
Delhi Belly;2011;Fresh;88;82;15;2;17;7
Delhi Safari;2012;Rotten;20;35;3;12;15;6
Deli Man;2015;Fresh;81;66;30;7;37;17
